Equipment;Familly;Category;Event;From;To;duration
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;27.04.2025 11:00;27.04.2025 12:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;27.04.2025 10:00;27.04.2025 11:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;27.04.2025 8:30;27.04.2025 10:00;1,5
Prakla №2_ KATCO;use;WAITING;ППР;27.04.2025 8:00;27.04.2025 8:30;0,5
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;27.04.2025 7:00;27.04.2025 8:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;27.04.2025 4:30;27.04.2025 7:00;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;27.04.2025 1:00;27.04.2025 4:30;3,5
Prakla №2_ KATCO;standBy;WAITING;Обед;27.04.2025 0:00;27.04.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;26.04.2025 21:00;27.04.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;26.04.2025 20:00;26.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.04.2025 13:00;26.04.2025 20:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;26.04.2025 12:00;26.04.2025 13:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.04.2025 11:00;26.04.2025 12:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;26.04.2025 9:00;26.04.2025 11:00;2
Prakla №2_ KATCO;use;WAITING;ППР;26.04.2025 8:00;26.04.2025 9:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;26.04.2025 6:00;26.04.2025 8:00;2
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;26.04.2025 5:00;26.04.2025 6:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.04.2025 0:30;26.04.2025 5:00;4,5
Prakla №2_ KATCO;standBy;WAITING;Обед;26.04.2025 0:00;26.04.2025 0:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.04.2025 21:00;26.04.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;25.04.2025 20:00;25.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.04.2025 16:00;25.04.2025 20:00;4
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;25.04.2025 15:00;25.04.2025 16:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.04.2025 8:30;25.04.2025 15:00;6,5
Prakla №2_ KATCO;use;WAITING;ППР;25.04.2025 8:00;25.04.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.04.2025 2:00;25.04.2025 8:00;6
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;25.04.2025 0:30;25.04.2025 2:00;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;25.04.2025 0:00;25.04.2025 0:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.04.2025 17:30;25.04.2025 0:00;6,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт компрессора;24.04.2025 15:30;24.04.2025 17:30;2
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;24.04.2025 14:30;24.04.2025 15:30;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;24.04.2025 14:00;24.04.2025 14:30;0,5
Prakla №2_ KATCO;repair;REPAIR;ТО1;24.04.2025 13:30;24.04.2025 14:00;0,5
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;24.04.2025 12:00;24.04.2025 13:30;1,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;24.04.2025 10:00;24.04.2025 12:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;24.04.2025 9:00;24.04.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;24.04.2025 8:00;24.04.2025 9:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;24.04.2025 5:00;24.04.2025 8:00;3
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;24.04.2025 2:30;24.04.2025 5:00;2,5
Prakla №2_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;24.04.2025 1:00;24.04.2025 2:30;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;24.04.2025 0:00;24.04.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;23.04.2025 21:00;24.04.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;23.04.2025 20:00;23.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;23.04.2025 17:30;23.04.2025 20:00;2,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;23.04.2025 16:30;23.04.2025 17:30;1
Prakla №2_ KATCO;use;DRILLING;Пилотное бурение;23.04.2025 10:30;23.04.2025 16:30;6
Prakla №2_ KATCO;repair;REPAIR;Ремонт компрессора;23.04.2025 9:00;23.04.2025 10:30;1,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;23.04.2025 8:30;23.04.2025 9:00;0,5
Prakla №2_ KATCO;use;WAITING;ППР;23.04.2025 8:00;23.04.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;23.04.2025 7:00;23.04.2025 8:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;23.04.2025 0:30;23.04.2025 7:00;6,5
Prakla №2_ KATCO;standBy;WAITING;Обед;23.04.2025 0:00;23.04.2025 0:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.04.2025 21:30;23.04.2025 0:00;2,5
Prakla №2_ KATCO;use;WAITING;ППР;22.04.2025 20:00;22.04.2025 21:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.04.2025 9:00;22.04.2025 20:00;11
Prakla №2_ KATCO;use;WAITING;ППР;22.04.2025 8:00;22.04.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.04.2025 6:30;22.04.2025 8:00;1,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;22.04.2025 5:00;22.04.2025 6:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.04.2025 1:30;22.04.2025 5:00;3,5
Prakla №2_ KATCO;standBy;WAITING;Обед;22.04.2025 0:30;22.04.2025 1:30;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт компрессора;21.04.2025 22:30;22.04.2025 0:30;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;21.04.2025 20:30;21.04.2025 22:30;2
Prakla №2_ KATCO;use;WAITING;ППР;21.04.2025 20:00;21.04.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;21.04.2025 18:00;21.04.2025 20:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;21.04.2025 16:00;21.04.2025 18:00;2
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;21.04.2025 15:00;21.04.2025 16:00;1
Prakla №2_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;21.04.2025 13:30;21.04.2025 15:00;1,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;21.04.2025 13:00;21.04.2025 13:30;0,5
Prakla №2_ KATCO;standBy;WAITING;Обед;21.04.2025 12:00;21.04.2025 13:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;21.04.2025 11:00;21.04.2025 12:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;21.04.2025 9:00;21.04.2025 11:00;2
Prakla №2_ KATCO;use;WAITING;ППР;21.04.2025 8:00;21.04.2025 9:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;21.04.2025 6:00;21.04.2025 8:00;2
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;21.04.2025 3:30;21.04.2025 6:00;2,5
Prakla №2_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;21.04.2025 3:00;21.04.2025 3:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;21.04.2025 1:00;21.04.2025 3:00;2
Prakla №2_ KATCO;standBy;WAITING;Обед;21.04.2025 0:00;21.04.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;20.04.2025 21:30;21.04.2025 0:00;2,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;20.04.2025 21:00;20.04.2025 21:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.04.2025 13:30;20.04.2025 21:00;7,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;20.04.2025 12:30;20.04.2025 13:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.04.2025 10:30;20.04.2025 12:30;2
Prakla №2_ KATCO;repair;REPAIR;Ремонт компрессора;20.04.2025 9:00;20.04.2025 10:30;1,5
Prakla №2_ KATCO;use;WAITING;ППР;20.04.2025 8:00;20.04.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.04.2025 1:00;20.04.2025 8:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;20.04.2025 0:30;20.04.2025 1:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.04.2025 21:00;20.04.2025 0:30;3,5
Prakla №2_ KATCO;use;WAITING;ППР;19.04.2025 20:00;19.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.04.2025 17:30;19.04.2025 20:00;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;19.04.2025 15:00;19.04.2025 17:30;2,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт;19.04.2025 14:30;19.04.2025 15:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.04.2025 11:30;19.04.2025 14:30;3
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;19.04.2025 11:00;19.04.2025 11:30;0,5
Prakla №2_ KATCO;repair;REPAIR;ТО2;19.04.2025 10:30;19.04.2025 11:00;0,5
Prakla №2_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;19.04.2025 10:00;19.04.2025 10:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;19.04.2025 9:30;19.04.2025 10:00;0,5
Prakla №2_ KATCO;repair;REPAIR;ТО1;19.04.2025 9:00;19.04.2025 9:30;0,5
Prakla №2_ KATCO;use;WAITING;ППР;19.04.2025 8:00;19.04.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.04.2025 4:00;19.04.2025 8:00;4
Prakla №2_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;19.04.2025 3:30;19.04.2025 4:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.04.2025 1:00;19.04.2025 3:30;2,5
Prakla №2_ KATCO;standBy;WAITING;Обед;19.04.2025 0:30;19.04.2025 1:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;18.04.2025 21:00;19.04.2025 0:30;3,5
Prakla №2_ KATCO;use;WAITING;ППР;18.04.2025 20:00;18.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;18.04.2025 14:30;18.04.2025 20:00;5,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;18.04.2025 13:00;18.04.2025 14:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;18.04.2025 9:30;18.04.2025 13:00;3,5
Prakla №2_ KATCO;repair;REPAIR;ТО1;18.04.2025 9:00;18.04.2025 9:30;0,5
Prakla №2_ KATCO;use;WAITING;ППР;18.04.2025 8:00;18.04.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;18.04.2025 3:30;18.04.2025 8:00;4,5
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;18.04.2025 1:30;18.04.2025 3:30;2
Prakla №2_ KATCO;repair;REPAIR;Ремонт;18.04.2025 1:00;18.04.2025 1:30;0,5
Prakla №2_ KATCO;standBy;WAITING;Обед;18.04.2025 0:00;18.04.2025 1:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;17.04.2025 21:00;18.04.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;17.04.2025 20:00;17.04.2025 21:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;17.04.2025 14:00;17.04.2025 20:00;6
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;17.04.2025 13:00;17.04.2025 14:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;17.04.2025 11:30;17.04.2025 13:00;1,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;17.04.2025 9:30;17.04.2025 11:30;2
Prakla №2_ KATCO;use;WAITING;ППР;17.04.2025 8:00;17.04.2025 9:30;1,5
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;17.04.2025 5:00;17.04.2025 8:00;3
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;17.04.2025 3:00;17.04.2025 5:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Копка зумпфа;17.04.2025 1:30;17.04.2025 3:00;1,5
Prakla №2_ KATCO;use;ASSEMBLY;Установка кондуктора;17.04.2025 1:00;17.04.2025 1:30;0,5
Prakla №2_ KATCO;standBy;WAITING;Обед;17.04.2025 0:00;17.04.2025 1:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Установка кондуктора;16.04.2025 23:00;17.04.2025 0:00;1
Prakla №2_ KATCO;use;LEVELLING;Планировка под агрегат;16.04.2025 21:00;16.04.2025 23:00;2
Prakla №2_ KATCO;use;WAITING;ППР;16.04.2025 20:00;16.04.2025 21:00;1
Prakla №2_ KATCO;standBy;STANDBY;Ожидание работы;16.04.2025 16:30;16.04.2025 20:00;3,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;16.04.2025 15:30;16.04.2025 16:30;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;16.04.2025 13:00;16.04.2025 15:30;2,5
Prakla №2_ KATCO;standBy;WAITING;Обед;16.04.2025 12:00;16.04.2025 13:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;16.04.2025 9:00;16.04.2025 12:00;3
Prakla №2_ KATCO;use;WAITING;ППР;16.04.2025 8:00;16.04.2025 9:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;13.04.2025 20:00;16.04.2025 8:00;60
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;13.04.2025 19:00;13.04.2025 20:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;13.04.2025 18:00;13.04.2025 19:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;13.04.2025 15:30;13.04.2025 18:00;2,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.04.2025 11:00;13.04.2025 15:30;4,5
Prakla №2_ KATCO;repair;REPAIR;Поломка электрической части;13.04.2025 10:00;13.04.2025 11:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.04.2025 9:30;13.04.2025 10:00;0,5
Prakla №2_ KATCO;use;WAITING;ППР;13.04.2025 8:00;13.04.2025 9:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.04.2025 4:00;13.04.2025 8:00;4
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;13.04.2025 3:30;13.04.2025 4:00;0,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;13.04.2025 1:00;13.04.2025 3:30;2,5
Prakla №2_ KATCO;standBy;WAITING;Обед;13.04.2025 0:00;13.04.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;12.04.2025 23:00;13.04.2025 0:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка гидравлической части;12.04.2025 22:00;12.04.2025 23:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;12.04.2025 21:30;12.04.2025 22:00;0,5
Prakla №2_ KATCO;use;WAITING;ППР;12.04.2025 20:00;12.04.2025 21:30;1,5
Prakla №2_ KATCO;repair;REPAIR;Поломка электрической части;12.04.2025 16:00;12.04.2025 20:00;4
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;12.04.2025 14:00;12.04.2025 16:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;12.04.2025 12:00;12.04.2025 14:00;2
Prakla №2_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;12.04.2025 11:00;12.04.2025 12:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;12.04.2025 10:00;12.04.2025 11:00;1
Prakla №2_ KATCO;use;WAITING;ППР;12.04.2025 8:00;12.04.2025 10:00;2
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;11.04.2025 20:30;12.04.2025 8:00;11,5
Prakla №2_ KATCO;use;WAITING;ППР;11.04.2025 20:00;11.04.2025 20:30;0,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт;11.04.2025 17:00;11.04.2025 20:00;3
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;11.04.2025 16:00;11.04.2025 17:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;11.04.2025 13:00;11.04.2025 16:00;3
Prakla №2_ KATCO;standBy;WAITING;Обед;11.04.2025 12:00;11.04.2025 13:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;10.04.2025 8:00;11.04.2025 12:00;28
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;10.04.2025 2:00;10.04.2025 8:00;6
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;10.04.2025 1:00;10.04.2025 2:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;10.04.2025 0:00;10.04.2025 1:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;09.04.2025 23:00;10.04.2025 0:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.04.2025 21:00;09.04.2025 23:00;2
Prakla №2_ KATCO;use;WAITING;ППР;09.04.2025 20:00;09.04.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.04.2025 19:00;09.04.2025 20:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.04.2025 18:00;09.04.2025 19:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;09.04.2025 13:00;09.04.2025 18:00;5
Prakla №2_ KATCO;standBy;WAITING;Обед;09.04.2025 12:00;09.04.2025 13:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;09.04.2025 8:30;09.04.2025 12:00;3,5
Prakla №2_ KATCO;use;WAITING;ППР;09.04.2025 8:00;09.04.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.04.2025 3:30;09.04.2025 8:00;4,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.04.2025 1:30;09.04.2025 3:30;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.04.2025 0:30;09.04.2025 1:30;1
Prakla №2_ KATCO;standBy;WAITING;Обед;08.04.2025 23:30;09.04.2025 0:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.04.2025 20:30;08.04.2025 23:30;3
Prakla №2_ KATCO;use;WAITING;ППР;08.04.2025 20:00;08.04.2025 20:30;0,5
Prakla №2_ KATCO;use;ASSEMBLY;Завоз раствора;08.04.2025 16:30;08.04.2025 20:00;3,5
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;08.04.2025 15:30;08.04.2025 16:30;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;08.04.2025 14:30;08.04.2025 15:30;1
Prakla №2_ KATCO;use;LEVELLING;Планировка под агрегат;08.04.2025 13:30;08.04.2025 14:30;1
Prakla №2_ KATCO;standBy;WAITING;Обед;08.04.2025 12:00;08.04.2025 13:30;1,5
Prakla №2_ KATCO;repair;REPAIR;Поломка гидравлической части;08.04.2025 9:00;08.04.2025 12:00;3
Prakla №2_ KATCO;use;WAITING;ППР;08.04.2025 8:00;08.04.2025 9:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;08.04.2025 5:30;08.04.2025 8:00;2,5
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;08.04.2025 3:00;08.04.2025 5:30;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;08.04.2025 1:00;08.04.2025 3:00;2
Prakla №2_ KATCO;standBy;WAITING;Обед;08.04.2025 0:30;08.04.2025 1:00;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;07.04.2025 23:00;08.04.2025 0:30;1,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;07.04.2025 22:00;07.04.2025 23:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.04.2025 15:30;07.04.2025 22:00;6,5
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;07.04.2025 13:30;07.04.2025 15:30;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.04.2025 9:00;07.04.2025 13:30;4,5
Prakla №2_ KATCO;use;WAITING;ППР;07.04.2025 8:00;07.04.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.04.2025 3:30;07.04.2025 8:00;4,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;07.04.2025 2:00;07.04.2025 3:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.04.2025 1:00;07.04.2025 2:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;07.04.2025 0:00;07.04.2025 1:00;1
